Year,Team,Totals,TD,YDS,AVG,LG,NO,FC,BL,TB,I20,RYDS,NYDS,NET,G20+,G40+,FUM,OOB,DN,OB,RET,RETY,OSA,OSR
1941,dul,Team Totals,,3136,39.7,72,79,,0,,,546,,,,,,,,,,,,
1941,dul,Opponents Totals,,,,,67,,,,,502,,,,,,,,,,,,
1941,atl,Team Totals,,3106,39.3,60,79,,0,,,552,,,,,,,,,,,,
1941,atl,Opponents Totals,,,,,62,,,,,311,,,,,,,,,,,,
1941,ham,Team Totals,,3190,40.4,74,79,,0,,,414,,,,,,,,,,,,
1941,ham,Opponents Totals,,,,,68,,,,,343,,,,,,,,,,,,
1942,lkc,Team Totals,,2853,45.3,74,63,,0,,,,,39.3,,,,,,,,,,
1942,lkc,Opponents Totals,,,,,83,,,,,544,,31.3,,,,,,,,,,
1942,har,Team Totals,,2741,36.5,63,75,,2,,,,,31.0,,,,,,,,,,
1942,har,Opponents Totals,,,,,71,,,,,662,,31.9,,,,,,,,,,
1942,llarm,Team Totals,,2506,38.6,63,65,,1,,,,,30.5,,,,,,,,,,
1942,llarm,Opponents Totals,,,,,64,,,,,393,,31.5,,,,,,,,,,
1942,min,Team Totals,,3016,41.3,74,73,,1,,,,,33.8,,,,,,,,,,
1942,min,Opponents Totals,,,,,61,,,,,309,,37.0,,,,,,,,,,
1942,larm,Team Totals,,2848,40.1,65,71,,0,,,,,33.9,,,,,,,,,,
1942,larm,Opponents Totals,,2627,40.4,63,65,,0,,,596,,31.2,,,,,,,,,,
1942,bal,Team Totals,,1907,38.9,60,49,,0,,,,,33.4,,,,,,,,,,
1942,bal,Opponents Totals,,,,,76,,,,,467,,32.0,,,,,,,,,,
1942,lten,Team Totals,,2169,37.4,54,58,,0,,,396,,30.6,,,,,,,,,,
1942,lten,Opponents Totals,,2070,37.0,,56,,1,,,327,,31.1,,,,,,,,,,
1942,dul,Team Totals,,3101,40.3,67,77,,0,,,,,33.5,,,,,,,,,,
1942,dul,Opponents Totals,,,,,56,,,,,307,,35.0,,,,,,,,,,
1942,atl,Team Totals,,2925,39.5,64,74,,0,,,,,32.4,,,,,,,,,,
1942,atl,Opponents Totals,,,,,75,,,,,384,,35.1,,,,,,,,,,
1942,ham,Team Totals,,2882,40.6,63,71,,0,,,,,36.0,,,,,,,,,,
1942,ham,Opponents Totals,,,,,69,,,,,378,,38.2,,,,,,,,,,
1943,lkc,Team Totals,,2799,43.1,81,65,,4,,,,,38.9,,,,,,,,,,
1943,lkc,Opponents Totals,,,,,76,,,,,442,,31.2,,,,,,,,,,
1943,har,Team Totals,,2727,39.5,74,69,,0,,,,,33.9,,,,,,,,,,
1943,har,Opponents Totals,,,,,76,,,,,466,,31.1,,,,,,,,,,
1943,llarm,Team Totals,,2132,34.4,53,62,,4,,,,,28.8,,,,,,,,,,
1943,llarm,Opponents Totals,,2398,40.0,74,60,,2,,,335,,34.4,,,,,,,,,,
1943,min,Team Totals,,3220,36.2,61,89,,2,,,,,31.4,,,,,,,,,,
1943,min,Opponents Totals,,,,,60,,,,,268,,32.9,,,,,,,,,,
1943,larm,Team Totals,,1785,37.2,78,48,,1,,,,,28.4,,,,,,,,,,
1943,larm,Opponents Totals,,,,,62,,,,,359,,33.2,,,,,,,,,,
1943,bal,Team Totals,,1870,36.0,72,52,,1,,,330,,29.7,,,,,,,,,,
1943,bal,Opponents Totals,,2017,36.7,,55,,,,,371,,29.9,,,,,,,,,,
1943,lten,Team Totals,,2693,41.4,64,65,,0,,,,,37.1,,,,,,,,,,
1943,lten,Opponents Totals,,,,,66,,,,,436,,35.3,,,,,,,,,,
1943,dul,Team Totals,,2165,38.7,72,56,,1,,,,,33.3,,,,,,,,,,
1943,dul,Opponents Totals,,,,,51,,,,,163,,34.1,,,,,,,,,,
1944,lkc,Team Totals,,2315,38.6,72,60,,0,,,,,33.3,,,,,,,,,,
1944,lkc,Opponents Totals,,,,,60,,,,,399,,30.6,,,,,,,,,,
1944,har,Team Totals,,2191,39.8,61,55,,0,4?,,,,35.1,,,,,,,,,,
1944,har,Opponents Totals,,2826,39.8,76,71,,2,4,,563,,31.9,,,,,,,,,,
1944,llarm,Team Totals,,2303,39.0,76,59,,1,,,,,29.4,,,,,,,,,,
1944,llarm,Opponents Totals,,,,,55,,,,,266,,31.6,,,,,,,,,,
1944,min,Team Totals,,2519,35.0,58,72,,1,,,,,28.1,,,,,,,,,,
1944,min,Opponents Totals,,,,,62,,,,,457,,28.5,,,,,,,,,,
1944,larm,Team Totals,,2814,38.0,76,74,,1,,,,,31.8,,,,,,,,,,
1944,larm,Opponents Totals,,,,,71,,,,,359,,33.6,,,,,,,,,,
1944,bal,Team Totals,,1772,36.9,55,48,,0,,,192,,32.9,,,,,,,,,,
1944,bal,Opponents Totals,,2092,36.7,73,57,,0,,,241,,32.6,,,,,,,,,,
1944,lten,Team Totals,,2084,36.6,63,57,,0,,,,,29.7,,,,,,,,,,
1944,lten,Opponents Totals,,,,,58,,,,,263,,33.9,,,,,,,,,,
1944,dul,Team Totals,,2185,40.5,73,54,,0,,,,,36.0,,,,,,,,,,
1944,dul,Opponents Totals,,,,,57,,,,,440,,28.1,,,,,,,,,,
